Id,Class
3397,Melbourne
3398,Perth
3399,Brisbane
3400,Sydney
3401,Melbourne
3402,Melbourne
3403,Perth
3404,Brisbane
3405,Sydney
3406,Sydney
3407,Sydney
3408,Perth
3409,Perth
3410,Perth
3411,Brisbane
3412,Perth
3413,Melbourne
3414,Perth
3415,Sydney
3416,Melbourne
3417,Melbourne
3418,Sydney
3419,Perth
3420,Brisbane
3421,Melbourne
3422,Brisbane
3423,Brisbane
3424,Melbourne
3425,Perth
3426,Sydney
3427,Melbourne
3428,Perth
3429,Melbourne
3430,Brisbane
3431,Brisbane
3432,Brisbane
3433,Sydney
3434,Brisbane
3435,Melbourne
3436,Brisbane
3437,Brisbane
3438,Brisbane
3439,Perth
3440,Sydney
3441,Brisbane
3442,Melbourne
3443,Melbourne
3444,Brisbane
3445,Perth
3446,Perth
3447,Perth
3448,Melbourne
3449,Perth
3450,Sydney
3451,Melbourne
3452,Sydney
3453,Brisbane
3454,Perth
3455,Melbourne
3456,Sydney
3457,Melbourne
3458,Perth
3459,Brisbane
3460,Perth
3461,Sydney
3462,Perth
3463,Sydney
3464,Perth
3465,Brisbane
3466,Melbourne
3467,Melbourne
3468,Melbourne
3469,Brisbane
3470,Melbourne
3471,Melbourne
3472,Melbourne
3473,Sydney
3474,Brisbane
3475,Perth
3476,Sydney
3477,Melbourne
3478,Brisbane
3479,Brisbane
3480,Perth
3481,Sydney
3482,Melbourne
3483,Perth
3484,Brisbane
3485,Melbourne
3486,Perth
3487,Perth
3488,Perth
3489,Brisbane
3490,Sydney
3491,Brisbane
3492,Sydney
3493,Melbourne
3494,Perth
3495,Brisbane
3496,Perth
3497,Brisbane
3498,Brisbane
3499,Melbourne
3500,Melbourne
3501,Perth
3502,Sydney
3503,Sydney
3504,Melbourne
3505,Perth
3506,Perth
3507,Brisbane
3508,Brisbane
3509,Sydney
3510,Brisbane
3511,Melbourne
3512,Perth
3513,Sydney
3514,Brisbane
3515,Brisbane
3516,Sydney
3517,Perth
3518,Brisbane
3519,Sydney
3520,Sydney
3521,Sydney
3522,Brisbane
3523,Melbourne
3524,Melbourne
3525,Perth
3526,Brisbane
3527,Sydney
3528,Sydney
3529,Brisbane
3530,Melbourne
3531,Brisbane
3532,Perth
3533,Brisbane
3534,Melbourne
3535,Brisbane
3536,Sydney
3537,Brisbane
3538,Perth
3539,Perth
3540,Melbourne
3541,Perth
3542,Brisbane
3543,Sydney
3544,Perth
3545,Perth
3546,Brisbane
3547,Melbourne
3548,Brisbane
3549,Perth
3550,Brisbane
3551,Brisbane
3552,Brisbane
3553,Sydney
3554,Sydney
3555,Sydney
3556,Melbourne
3557,Perth
3558,Melbourne
3559,Sydney
3560,Melbourne
3561,Sydney
3562,Melbourne
3563,Perth
3564,Sydney
3565,Melbourne
3566,Melbourne
3567,Melbourne
3568,Melbourne
3569,Brisbane
3570,Melbourne
3571,Brisbane
3572,Melbourne
3573,Brisbane
3574,Melbourne
3575,Brisbane
3576,Brisbane
3577,Sydney
3578,Perth
3579,Sydney
3580,Brisbane
3581,Perth
3582,Melbourne
3583,Brisbane
3584,Sydney
3585,Sydney
3586,Perth
3587,Brisbane
3588,Brisbane
3589,Brisbane
3590,Brisbane
3591,Sydney
3592,Melbourne
3593,Brisbane
3594,Sydney
3595,Perth
3596,Sydney
3597,Brisbane
3598,Perth
3599,Brisbane
3600,Perth
3601,Perth
3602,Melbourne
3603,Sydney
3604,Sydney
3605,Melbourne
3606,Brisbane
3607,Sydney
3608,Melbourne
3609,Sydney
3610,Sydney
3611,Brisbane
3612,Sydney
3613,Perth
3614,Brisbane
3615,Brisbane
3616,Perth
3617,Brisbane
3618,Brisbane
3619,Sydney
3620,Melbourne
3621,Melbourne
3622,Perth
3623,Brisbane
3624,Brisbane
3625,Melbourne
3626,Brisbane
3627,Brisbane
3628,Perth
3629,Melbourne
3630,Brisbane
3631,Brisbane
3632,Melbourne
3633,Perth
3634,Perth
3635,Brisbane
3636,Melbourne
3637,Brisbane
3638,Sydney
3639,Sydney
3640,Melbourne
3641,Brisbane
3642,Sydney
3643,Melbourne
3644,Melbourne
3645,Sydney
3646,Brisbane
3647,Brisbane
3648,Sydney
3649,Sydney
3650,Brisbane
3651,Melbourne
3652,Brisbane
3653,Melbourne
3654,Perth
3655,Brisbane
3656,Brisbane
3657,Brisbane
3658,Perth
3659,Melbourne
3660,Sydney
3661,Sydney
3662,Brisbane
3663,Perth
3664,Perth
3665,Brisbane
3666,Brisbane
3667,Brisbane
3668,Sydney
3669,Sydney
3670,Melbourne
3671,Perth
3672,Perth
3673,Sydney
3674,Melbourne
3675,Perth
3676,Brisbane
3677,Sydney
3678,Perth
3679,Perth
3680,Melbourne
3681,Brisbane
3682,Brisbane
3683,Brisbane
3684,Brisbane
3685,Brisbane
3686,Sydney
3687,Perth
3688,Sydney
3689,Brisbane
3690,Melbourne
3691,Brisbane
3692,Brisbane
3693,Brisbane
3694,Melbourne
3695,Brisbane
3696,Perth
3697,Sydney
3698,Brisbane
3699,Brisbane
3700,Brisbane
3701,Sydney
3702,Brisbane
3703,Melbourne
3704,Melbourne
3705,Melbourne
3706,Sydney
3707,Brisbane
3708,Brisbane
3709,Sydney
3710,Melbourne
3711,Brisbane
3712,Melbourne
3713,Perth
3714,Perth
3715,Brisbane
3716,Brisbane
3717,Melbourne
3718,Perth
3719,Melbourne
3720,Brisbane
3721,Sydney
3722,Perth
3723,Perth
3724,Brisbane
3725,Brisbane
3726,Melbourne
3727,Sydney
3728,Perth
3729,Brisbane
3730,Perth
3731,Sydney
3732,Melbourne
3733,Sydney
3734,Sydney
3735,Sydney
3736,Melbourne
3737,Melbourne
3738,Brisbane
3739,Sydney
3740,Sydney
3741,Brisbane
3742,Perth
3743,Melbourne
3744,Perth
3745,Brisbane
3746,Brisbane
3747,Brisbane
3748,Brisbane
3749,Brisbane
3750,Perth
3751,Brisbane
3752,Brisbane
3753,Sydney
3754,Brisbane
3755,Melbourne
3756,Brisbane
3757,Sydney
3758,Sydney
3759,Brisbane
3760,Perth
3761,Brisbane
3762,Sydney
3763,Melbourne
3764,Sydney
3765,Melbourne
3766,Sydney
3767,Sydney
3768,Brisbane
3769,Perth
3770,Brisbane
3771,Brisbane
3772,Brisbane
3773,Melbourne
3774,Sydney
3775,Perth
3776,Sydney
3777,Sydney
3778,Brisbane
3779,Perth
3780,Brisbane
3781,Perth
3782,Sydney
3783,Sydney
3784,Sydney
3785,Perth
3786,Melbourne
3787,Sydney
3788,Sydney
3789,Melbourne
3790,Brisbane
3791,Melbourne
3792,Brisbane
3793,Brisbane
3794,Brisbane
3795,Sydney
3796,Brisbane
3797,Brisbane
3798,Brisbane
3799,Perth
3800,Brisbane
3801,Brisbane
3802,Perth
3803,Perth
3804,Brisbane
3805,Brisbane
3806,Melbourne
3807,Brisbane
3808,Brisbane
3809,Perth
3810,Perth
3811,Melbourne
3812,Sydney
3813,Perth
3814,Melbourne
3815,Melbourne
3816,Brisbane
3817,Brisbane
3818,Perth
3819,Sydney
3820,Brisbane
3821,Perth
3822,Melbourne
3823,Melbourne
3824,Sydney
3825,Melbourne
3826,Perth
3827,Perth
3828,Perth
3829,Melbourne
3830,Brisbane
3831,Perth
3832,Sydney
3833,Brisbane
3834,Perth
3835,Melbourne
3836,Melbourne
3837,Brisbane
3838,Brisbane
3839,Perth
3840,Melbourne
3841,Perth
3842,Perth
3843,Brisbane
3844,Perth
3845,Brisbane
3846,Brisbane
3847,Brisbane
3848,Brisbane
3849,Perth
3850,Perth
3851,Melbourne
3852,Brisbane
3853,Melbourne
3854,Sydney
3855,Brisbane
3856,Melbourne
3857,Melbourne
3858,Brisbane
3859,Melbourne
3860,Perth
3861,Brisbane
3862,Melbourne
3863,Brisbane
3864,Perth
3865,Perth
3866,Sydney
3867,Melbourne
3868,Perth
3869,Brisbane
3870,Brisbane
3871,Brisbane
3872,Brisbane
3873,Melbourne
3874,Brisbane
3875,Brisbane
3876,Brisbane
3877,Perth
3878,Melbourne
3879,Brisbane
3880,Brisbane
3881,Perth
3882,Brisbane
3883,Brisbane
3884,Melbourne
3885,Sydney
3886,Brisbane
3887,Brisbane
3888,Brisbane
3889,Brisbane
3890,Brisbane
3891,Perth
3892,Brisbane
3893,Brisbane
3894,Brisbane
3895,Perth
3896,Perth
3897,Perth
3898,Sydney
3899,Melbourne
3900,Perth
3901,Perth
3902,Brisbane
3903,Perth
3904,Melbourne
3905,Brisbane
3906,Perth
3907,Brisbane
3908,Perth
3909,Sydney
3910,Perth
3911,Sydney
3912,Brisbane
3913,Melbourne
3914,Brisbane
3915,Melbourne
3916,Sydney
3917,Sydney
3918,Melbourne
3919,Brisbane
3920,Sydney
3921,Perth
3922,Brisbane
3923,Brisbane
3924,Melbourne
3925,Brisbane
3926,Brisbane
3927,Brisbane
3928,Perth
3929,Brisbane
3930,Perth
3931,Brisbane
3932,Melbourne
3933,Sydney
3934,Brisbane
3935,Brisbane
3936,Perth
3937,Melbourne
3938,Brisbane
3939,Perth
3940,Brisbane
3941,Perth
3942,Brisbane
3943,Perth
3944,Brisbane
3945,Brisbane
3946,Sydney
3947,Sydney
3948,Melbourne
3949,Melbourne
3950,Perth
3951,Sydney
3952,Brisbane
3953,Brisbane
3954,Sydney
3955,Brisbane
3956,Melbourne
3957,Melbourne
3958,Brisbane
3959,Melbourne
3960,Sydney
3961,Brisbane
3962,Brisbane
3963,Perth
3964,Melbourne
3965,Perth
3966,Melbourne
3967,Melbourne
3968,Perth
3969,Brisbane
3970,Sydney
3971,Brisbane
3972,Melbourne
3973,Sydney
3974,Sydney
3975,Brisbane
3976,Perth
3977,Melbourne
3978,Melbourne
3979,Sydney
3980,Brisbane
3981,Sydney
3982,Brisbane
3983,Melbourne
3984,Perth
3985,Brisbane
3986,Melbourne
3987,Sydney
3988,Melbourne
3989,Sydney
3990,Melbourne
3991,Sydney
3992,Brisbane
3993,Brisbane
3994,Perth
3995,Brisbane
3996,Sydney
3997,Melbourne
3998,Melbourne
3999,Perth
31000,Brisbane
31001,Melbourne
31002,Sydney
31003,Sydney
31004,Perth
31005,Melbourne
31006,Perth
31007,Perth
31008,Brisbane
31009,Melbourne
31010,Perth
31011,Melbourne
31012,Brisbane
31013,Sydney
31014,Brisbane
31015,Sydney
31016,Melbourne
31017,Perth
31018,Sydney
31019,Melbourne
31020,Melbourne
31021,Melbourne
31022,Perth
31023,Perth
31024,Perth
31025,Melbourne
31026,Sydney
31027,Melbourne
31028,Brisbane
31029,Perth
31030,Brisbane
31031,Perth
31032,Perth
31033,Sydney
31034,Perth
31035,Brisbane
31036,Brisbane
31037,Sydney
31038,Brisbane
31039,Melbourne
31040,Brisbane
31041,Melbourne
31042,Sydney
31043,Perth
31044,Sydney
31045,Sydney
31046,Sydney
31047,Sydney
31048,Brisbane
31049,Perth
31050,Brisbane
31051,Melbourne
31052,Melbourne
31053,Sydney
31054,Melbourne
31055,Melbourne
31056,Melbourne
31057,Melbourne
31058,Brisbane
31059,Sydney
31060,Brisbane
31061,Sydney
31062,Melbourne
31063,Sydney
31064,Sydney
31065,Brisbane
31066,Brisbane
31067,Melbourne
31068,Brisbane
31069,Brisbane
31070,Perth
31071,Melbourne
31072,Brisbane
31073,Sydney
31074,Sydney
31075,Perth
31076,Perth
31077,Melbourne
31078,Brisbane
31079,Brisbane
31080,Brisbane
31081,Perth
31082,Perth
31083,Perth
31084,Melbourne
31085,Brisbane
31086,Melbourne
31087,Brisbane
31088,Brisbane
31089,Melbourne
31090,Melbourne
31091,Perth
31092,Perth
31093,Perth
31094,Sydney
31095,Melbourne
31096,Melbourne
31097,Brisbane
31098,Melbourne
31099,Brisbane
31100,Perth
31101,Sydney
31102,Sydney
31103,Perth
31104,Perth
31105,Brisbane
31106,Sydney
31107,Brisbane
31108,Melbourne
31109,Brisbane
31110,Brisbane
31111,Perth
31112,Brisbane
31113,Perth
31114,Melbourne
31115,Brisbane
31116,Brisbane
31117,Brisbane
31118,Melbourne
31119,Melbourne
31120,Sydney
31121,Brisbane
31122,Brisbane
31123,Melbourne
31124,Perth
31125,Brisbane
31126,Brisbane
31127,Sydney
31128,Perth
31129,Melbourne
31130,Brisbane
31131,Perth
31132,Melbourne
31133,Sydney
31134,Brisbane
31135,Melbourne
31136,Sydney
31137,Brisbane
31138,Brisbane
31139,Brisbane
31140,Perth
31141,Melbourne
31142,Perth
31143,Brisbane
31144,Brisbane
31145,Brisbane
31146,Perth
31147,Melbourne
31148,Sydney
31149,Perth
31150,Brisbane
31151,Melbourne
31152,Melbourne
31153,Sydney
31154,Sydney
31155,Perth
31156,Perth
31157,Perth
31158,Brisbane
31159,Perth
31160,Brisbane
31161,Brisbane
31162,Brisbane
31163,Sydney
31164,Perth
31165,Melbourne
31166,Brisbane
31167,Sydney
31168,Brisbane
31169,Sydney
31170,Sydney
31171,Brisbane
31172,Brisbane
31173,Brisbane
31174,Sydney
31175,Perth
31176,Melbourne
31177,Brisbane
31178,Perth
31179,Perth
31180,Perth
31181,Brisbane
31182,Brisbane
31183,Brisbane
31184,Perth
31185,Sydney
31186,Melbourne
31187,Sydney
31188,Brisbane
31189,Brisbane
31190,Perth
31191,Sydney
31192,Perth
31193,Melbourne
31194,Perth
31195,Brisbane
31196,Brisbane
31197,Melbourne
31198,Brisbane
31199,Melbourne
31200,Brisbane
31201,Sydney
31202,Sydney
31203,Brisbane
31204,Brisbane
31205,Brisbane
31206,Melbourne
31207,Perth
31208,Brisbane
31209,Brisbane
31210,Brisbane
31211,Sydney
31212,Perth
31213,Perth
31214,Brisbane
31215,Perth
31216,Perth
31217,Melbourne
31218,Sydney
31219,Sydney
31220,Brisbane
31221,Sydney
31222,Brisbane
31223,Perth
31224,Sydney
31225,Melbourne
31226,Melbourne
31227,Perth
31228,Brisbane
31229,Melbourne
31230,Melbourne
31231,Perth
31232,Perth
31233,Brisbane
31234,Sydney
31235,Perth
31236,Brisbane
31237,Melbourne
31238,Melbourne
31239,Brisbane
31240,Melbourne
31241,Perth
31242,Perth
31243,Brisbane
31244,Perth
31245,Sydney
31246,Melbourne
31247,Sydney
31248,Perth
31249,Melbourne
31250,Melbourne
31251,Brisbane
31252,Perth
31253,Brisbane
31254,Brisbane
31255,Melbourne
31256,Melbourne
31257,Brisbane
31258,Brisbane
31259,Sydney
31260,Perth
31261,Brisbane
31262,Sydney
31263,Brisbane
31264,Perth
31265,Brisbane
31266,Sydney
31267,Perth
31268,Melbourne
31269,Perth
31270,Perth
31271,Melbourne
31272,Melbourne
31273,Perth
31274,Melbourne
31275,Sydney
31276,Sydney
31277,Perth
31278,Brisbane
31279,Brisbane
31280,Perth
31281,Brisbane
31282,Melbourne
31283,Perth
31284,Perth
31285,Sydney
31286,Sydney
31287,Perth
31288,Melbourne
31289,Perth
31290,Brisbane
31291,Sydney
31292,Perth
31293,Brisbane
31294,Sydney
31295,Brisbane
31296,Sydney
31297,Brisbane
31298,Melbourne
31299,Sydney
31300,Perth
31301,Brisbane
31302,Brisbane
31303,Brisbane
31304,Brisbane
31305,Sydney
31306,Sydney
31307,Perth
31308,Perth
31309,Sydney
31310,Sydney
31311,Brisbane
31312,Brisbane
31313,Perth
31314,Brisbane
31315,Melbourne
31316,Brisbane
31317,Brisbane
31318,Melbourne
31319,Brisbane
31320,Perth
31321,Perth
31322,Perth
31323,Melbourne
31324,Brisbane
31325,Sydney
31326,Perth
31327,Brisbane
31328,Melbourne
31329,Sydney
31330,Sydney
31331,Brisbane
31332,Melbourne
31333,Sydney
31334,Sydney
31335,Brisbane
31336,Melbourne
31337,Sydney
31338,Sydney
31339,Perth
31340,Sydney
31341,Sydney
31342,Melbourne
31343,Perth
31344,Sydney
31345,Perth
31346,Perth
31347,Brisbane
31348,Brisbane
31349,Melbourne
31350,Brisbane
31351,Perth
31352,Sydney
31353,Brisbane
31354,Sydney
31355,Melbourne
31356,Sydney
31357,Brisbane
31358,Sydney
31359,Melbourne
31360,Perth
31361,Perth
31362,Sydney
31363,Brisbane
31364,Brisbane
31365,Perth
31366,Sydney
31367,Melbourne
31368,Perth
31369,Brisbane
31370,Perth
31371,Brisbane
31372,Melbourne
31373,Sydney
31374,Melbourne
31375,Melbourne
31376,Sydney
31377,Perth
31378,Melbourne
31379,Perth
31380,Melbourne
31381,Brisbane
31382,Perth
31383,Perth
31384,Brisbane
31385,Melbourne
31386,Brisbane
31387,Sydney
31388,Perth
31389,Brisbane
31390,Perth
31391,Sydney
31392,Brisbane
31393,Brisbane
31394,Sydney
31395,Brisbane
31396,Perth
31397,Melbourne
31398,Sydney
31399,Brisbane
31400,Brisbane
31401,Perth
31402,Brisbane
31403,Perth
31404,Brisbane
31405,Perth
31406,Perth
31407,Brisbane
31408,Melbourne
31409,Perth
31410,Melbourne
31411,Brisbane
31412,Brisbane
31413,Brisbane
31414,Melbourne
31415,Perth
31416,Melbourne
31417,Brisbane
31418,Perth
31419,Perth
31420,Sydney
31421,Melbourne
31422,Brisbane
31423,Sydney
31424,Melbourne
31425,Brisbane
31426,Brisbane
31427,Sydney
31428,Brisbane
31429,Brisbane
31430,Perth
31431,Perth
31432,Brisbane
31433,Perth
31434,Sydney
31435,Perth
31436,Brisbane
31437,Brisbane
31438,Brisbane
31439,Melbourne
31440,Melbourne
31441,Melbourne
31442,Brisbane
31443,Melbourne
31444,Sydney
31445,Brisbane
31446,Perth
31447,Brisbane
31448,Melbourne
31449,Perth
31450,Perth
31451,Melbourne
31452,Brisbane
31453,Melbourne
31454,Brisbane
31455,Melbourne
31456,Brisbane
31457,Melbourne
31458,Melbourne
31459,Melbourne
31460,Brisbane
31461,Perth
31462,Brisbane
31463,Brisbane
31464,Sydney
31465,Sydney
31466,Brisbane
31467,Sydney
31468,Brisbane
31469,Perth
31470,Melbourne
31471,Brisbane
31472,Melbourne
31473,Brisbane
31474,Brisbane
31475,Perth
31476,Brisbane
31477,Perth
31478,Brisbane
31479,Brisbane
31480,Sydney
31481,Brisbane
31482,Brisbane
31483,Melbourne
31484,Perth
31485,Melbourne
31486,Perth
31487,Perth
31488,Sydney
31489,Brisbane
31490,Perth
31491,Melbourne
31492,Perth
31493,Brisbane
31494,Brisbane
31495,Melbourne
31496,Perth
31497,Brisbane
31498,Melbourne
31499,Brisbane
31500,Melbourne
31501,Sydney
31502,Melbourne
31503,Brisbane
31504,Brisbane
31505,Melbourne
31506,Brisbane
31507,Sydney
31508,Brisbane
31509,Perth
31510,Perth
31511,Melbourne
31512,Brisbane
31513,Melbourne
31514,Melbourne
31515,Perth
31516,Sydney
31517,Perth
31518,Melbourne
31519,Sydney
31520,Perth
31521,Melbourne
31522,Sydney
31523,Brisbane
31524,Brisbane
31525,Perth
31526,Sydney
31527,Brisbane
31528,Sydney
31529,Brisbane
31530,Perth
31531,Perth
31532,Brisbane
31533,Brisbane
31534,Melbourne
31535,Brisbane
31536,Perth
31537,Sydney
31538,Brisbane
31539,Sydney
31540,Brisbane
31541,Sydney
31542,Perth
31543,Brisbane
31544,Brisbane
31545,Sydney
31546,Brisbane
31547,Brisbane
31548,Brisbane
31549,Sydney
31550,Brisbane
31551,Sydney
31552,Brisbane
31553,Brisbane
31554,Melbourne
31555,Melbourne
31556,Melbourne
31557,Brisbane
31558,Perth
31559,Perth
31560,Perth
31561,Brisbane
31562,Perth
31563,Perth
31564,Sydney
31565,Perth
31566,Brisbane
31567,Melbourne
31568,Brisbane
31569,Perth
31570,Melbourne
31571,Perth
31572,Sydney
31573,Melbourne
31574,Brisbane
31575,Perth
31576,Perth
31577,Melbourne
31578,Brisbane
31579,Sydney
31580,Melbourne
31581,Sydney
31582,Sydney
31583,Perth
31584,Brisbane
31585,Sydney
31586,Melbourne
31587,Brisbane
31588,Melbourne
31589,Brisbane
31590,Sydney
31591,Sydney
31592,Sydney
31593,Brisbane
31594,Brisbane
31595,Brisbane
31596,Brisbane
31597,Sydney
31598,Perth
31599,Sydney
31600,Brisbane
31601,Brisbane
31602,Sydney
31603,Brisbane
31604,Melbourne
31605,Brisbane
31606,Brisbane
31607,Melbourne
31608,Brisbane
31609,Perth
31610,Melbourne
31611,Sydney
31612,Melbourne
31613,Brisbane
31614,Perth
31615,Brisbane
31616,Perth
31617,Brisbane
31618,Brisbane
31619,Melbourne
31620,Brisbane
31621,Brisbane
31622,Brisbane
31623,Melbourne
31624,Melbourne
31625,Perth
31626,Brisbane
31627,Sydney
31628,Melbourne
31629,Brisbane
31630,Brisbane
31631,Brisbane
31632,Brisbane
31633,Melbourne
31634,Melbourne
31635,Sydney
31636,Sydney
31637,Brisbane
31638,Brisbane
31639,Sydney
31640,Sydney
31641,Brisbane
31642,Brisbane
31643,Sydney
31644,Brisbane
31645,Sydney
31646,Perth
31647,Perth
31648,Sydney
31649,Brisbane
31650,Brisbane
31651,Melbourne
31652,Perth
31653,Brisbane
31654,Melbourne
31655,Brisbane
31656,Brisbane
31657,Perth
31658,Sydney
31659,Perth
31660,Sydney
31661,Perth
31662,Sydney
31663,Sydney
31664,Sydney
31665,Brisbane
31666,Brisbane
31667,Melbourne
31668,Brisbane
31669,Sydney
31670,Perth
31671,Perth
31672,Perth
31673,Brisbane
31674,Melbourne
31675,Brisbane
31676,Brisbane
31677,Perth
31678,Brisbane
31679,Melbourne
31680,Sydney
31681,Sydney
31682,Brisbane
31683,Sydney
31684,Perth
31685,Brisbane
31686,Brisbane
31687,Sydney
31688,Brisbane
31689,Brisbane
31690,Brisbane
31691,Brisbane
